13957, 18238038, 1
13957, 18238039, 2
13957, 18238041, 1
13957, 18238040, 1
13957, 18238042, 3
13957, 18238043, 3
13957, 18238044, 3
13957, 18238045, 1
13957, 15688734, 1
13957, 11777907, 3
13957, 10753645, 1
13957, 13116431, 1
13957, 18238046, 1
13957, 18238047, 3
13957, 17486961, 1
13957, 18238048, 3
13957, 18238049, 1
13957, 18238051, 1
13957, 18238050, 3
13957, 18238052, 1
13957, 10517992, 1
13957, 18238053, 6
13957, 3295806, 3
13957, 18238054, 1
13957, 18238055, 1
13957, 18238056, 1
13957, 18238057, 3
13957, 18238058, 3
13957, 18238059, 1
13957, 14649223, 3
13957, 2294362, 1
13957, 18238060, 1
13957, 18238061, 1
13957, 18238062, 1
13957, 18238063, 1
13957, 18238064, 3
13957, 18238065, 4
13957, 12385941, 1
13957, 18238066, 1
13957, 13116505, 2
13957, 18238067, 1
13957, 5812414, 1
13957, 18238068, 1
13957, 18238069, 3
13957, 13116520, 2
13957, 18238070, 1
13957, 18238071, 3
13957, 18238072, 6
13957, 13116526, 2
13957, 18238073, 4
Elapsed time was 10.3608 seconds
Elapsed time was 0 minutes
Elapsed time was 0 hours
13957, 18238038, 1
13957, 18238039, 2
13957, 18238041, 1
13957, 18238040, 1
13957, 18238042, 3
13957, 18238043, 3
13957, 18238044, 3
13957, 18238045, 1
13957, 15688734, 1
13957, 11777907, 3
13957, 10753645, 1
13957, 13116431, 1
13957, 18238046, 1
13957, 18238047, 3
13957, 17486961, 1
13957, 18238048, 3
13957, 18238049, 1
13957, 18238051, 1
13957, 18238050, 3
13957, 18238052, 1
13957, 10517992, 1
13957, 18238053, 6
13957, 3295806, 3
13957, 18238054, 1
13957, 18238055, 1
13957, 18238056, 1
13957, 18238057, 3
13957, 18238058, 3
13957, 18238059, 1
13957, 14649223, 3
13957, 2294362, 1
13957, 18238060, 1
13957, 18238061, 1
13957, 18238062, 1
13957, 18238063, 1
13957, 18238064, 3
13957, 18238065, 4
13957, 12385941, 1
13957, 18238066, 1
13957, 13116505, 2
13957, 18238067, 1
13957, 5812414, 1
13957, 18238068, 1
13957, 18238069, 3
13957, 13116520, 2
13957, 18238070, 1
13957, 18238071, 3
13957, 18238072, 6
13957, 13116526, 2
13957, 18238073, 4
Elapsed time was 9.80612 seconds
Elapsed time was 0 minutes
Elapsed time was 0 hours
13957, 18238038, 1
13957, 18238039, 2
13957, 18238041, 1
13957, 18238040, 1
13957, 18238042, 3
13957, 18238043, 3
13957, 18238044, 3
13957, 18238045, 1
13957, 15688734, 1
13957, 11777907, 3
13957, 10753645, 1
13957, 13116431, 1
13957, 18238046, 1
13957, 18238047, 3
13957, 17486961, 1
13957, 18238048, 3
13957, 18238049, 1
13957, 18238051, 1
13957, 18238050, 3
13957, 18238052, 1
13957, 10517992, 1
13957, 18238053, 6
13957, 3295806, 3
13957, 18238054, 1
13957, 18238055, 1
13957, 18238056, 1
13957, 18238057, 3
13957, 18238058, 3
13957, 18238059, 1
13957, 14649223, 3
13957, 2294362, 1
13957, 18238060, 1
13957, 18238061, 1
13957, 18238062, 1
13957, 18238063, 1
13957, 18238064, 3
13957, 18238065, 4
13957, 12385941, 1
13957, 18238066, 1
13957, 13116505, 2
13957, 18238067, 1
13957, 5812414, 1
13957, 18238068, 1
13957, 18238069, 3
13957, 13116520, 2
13957, 18238070, 1
13957, 18238071, 3
13957, 18238072, 6
13957, 13116526, 2
13957, 18238073, 4
Elapsed time was 9.683 seconds
Elapsed time was 0 minutes
Elapsed time was 0 hours
13957, 18238038, 1
13957, 18238039, 2
13957, 18238041, 1
13957, 18238040, 1
13957, 18238042, 3
13957, 18238043, 3
13957, 18238044, 3
13957, 18238045, 1
13957, 15688734, 1
13957, 11777907, 3
13957, 10753645, 1
13957, 13116431, 1
13957, 18238046, 1
13957, 18238047, 3
13957, 17486961, 1
13957, 18238048, 3
13957, 18238049, 1
13957, 18238051, 1
13957, 18238050, 3
13957, 18238052, 1
13957, 10517992, 1
13957, 18238053, 6
13957, 3295806, 3
13957, 18238054, 1
13957, 18238055, 1
13957, 18238056, 1
13957, 18238057, 3
13957, 18238058, 3
13957, 18238059, 1
13957, 14649223, 3
13957, 2294362, 1
13957, 18238060, 1
13957, 18238061, 1
13957, 18238062, 1
13957, 18238063, 1
13957, 18238064, 3
13957, 18238065, 4
13957, 12385941, 1
13957, 18238066, 1
13957, 13116505, 2
13957, 18238067, 1
13957, 5812414, 1
13957, 18238068, 1
13957, 18238069, 3
13957, 13116520, 2
13957, 18238070, 1
13957, 18238071, 3
13957, 18238072, 6
13957, 13116526, 2
13957, 18238073, 4
Elapsed time was 10.3799 seconds
Elapsed time was 0 minutes
Elapsed time was 0 hours
13957, 18238038, 1
13957, 18238039, 2
13957, 18238041, 1
13957, 18238040, 1
13957, 18238042, 3
13957, 18238043, 3
13957, 18238044, 3
13957, 18238045, 1
13957, 15688734, 1
13957, 11777907, 3
13957, 10753645, 1
13957, 13116431, 1
13957, 18238046, 1
13957, 18238047, 3
13957, 17486961, 1
13957, 18238048, 3
13957, 18238049, 1
13957, 18238051, 1
13957, 18238050, 3
13957, 18238052, 1
13957, 10517992, 1
13957, 18238053, 6
13957, 3295806, 3
13957, 18238054, 1
13957, 18238055, 1
13957, 18238056, 1
13957, 18238057, 3
13957, 18238058, 3
13957, 18238059, 1
13957, 14649223, 3
13957, 2294362, 1
13957, 18238060, 1
13957, 18238061, 1
13957, 18238062, 1
13957, 18238063, 1
13957, 18238064, 3
13957, 18238065, 4
13957, 12385941, 1
13957, 18238066, 1
13957, 13116505, 2
13957, 18238067, 1
13957, 5812414, 1
13957, 18238068, 1
13957, 18238069, 3
13957, 13116520, 2
13957, 18238070, 1
13957, 18238071, 3
13957, 18238072, 6
13957, 13116526, 2
13957, 18238073, 4
Elapsed time was 11.7118 seconds
Elapsed time was 0 minutes
Elapsed time was 0 hours
